"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 17 12:57:55 UTC 2022","Tue May 17 12:57:56 UTC 2022","295","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by shipping first name","can search by shipping first name",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","138","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","status","status",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","72","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","stock status","stock status",""
"passed","Tue May 17 12:57:46 UTC 2022","Tue May 17 12:57:46 UTC 2022","351","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Tue May 17 12:57:57 UTC 2022","Tue May 17 12:57:57 UTC 2022","128","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by billing address 2","can search by billing address 2",""
"passed","Tue May 17 12:57:54 UTC 2022","Tue May 17 12:57:54 UTC 2022","246","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'pending'","can create an order with status 'pending'",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","135","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'processing'","can update status of an order to 'processing'",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","124","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","date","date",""
"passed","Tue May 17 12:57:54 UTC 2022","Tue May 17 12:57:54 UTC 2022","292","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'on-hold'","can create an order with status 'on-hold'",""
"passed","Tue May 17 12:57:51 UTC 2022","Tue May 17 12:57:51 UTC 2022","71","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit results to matching string","can limit results to matching string",""
"passed","Tue May 17 12:57:59 UTC 2022","Tue May 17 12:57:59 UTC 2022","314","","Orders API test","","Orders API test","can add complex order","can add complex order",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","73","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","tax class","tax class",""
"passed","Tue May 17 12:57:53 UTC 2022","Tue May 17 12:57:53 UTC 2022","125","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Tue May 17 12:57:51 UTC 2022","Tue May 17 12:57:51 UTC 2022","157","","Coupons API tests Add coupon to order","","Coupons API tests Add coupon to order","can add coupon to an order","can add coupon to an order",""
"passed","Tue May 17 12:57:33 UTC 2022","Tue May 17 12:57:34 UTC 2022","201","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","include","include",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","92","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Tue May 17 12:58:00 UTC 2022","Tue May 17 12:58:00 UTC 2022","152","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Tue May 17 12:57:31 UTC 2022","Tue May 17 12:57:31 UTC 2022","211","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","on sale","on sale",""
"passed","Tue May 17 12:57:50 UTC 2022","Tue May 17 12:57:50 UTC 2022","243","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"passed","Tue May 17 12:57:51 UTC 2022","Tue May 17 12:57:51 UTC 2022","76","","Coupons API tests List coupons","","Coupons API tests List coupons","can paginate results","can paginate results",""
"passed","Tue May 17 12:57:43 UTC 2022","Tue May 17 12:57:43 UTC 2022","517","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Tue May 17 12:57:57 UTC 2022","Tue May 17 12:57:57 UTC 2022","220","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can pay for an order","can pay for an order",""
"passed","Tue May 17 12:58:00 UTC 2022","Tue May 17 12:58:00 UTC 2022","76","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","88","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Tue May 17 12:57:55 UTC 2022","Tue May 17 12:57:55 UTC 2022","247","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'cancelled'","can create an order with status 'cancelled'",""
"passed","Tue May 17 12:57:53 UTC 2022","Tue May 17 12:57:53 UTC 2022","278","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch delete products","can batch delete products",""
"passed","Tue May 17 12:57:30 UTC 2022","Tue May 17 12:57:30 UTC 2022","151","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","sku","sku",""
"passed","Tue May 17 12:57:43 UTC 2022","Tue May 17 12:57:43 UTC 2022","181","","Orders API tests","","Orders API tests","can permanently delete an order","can permanently delete an order",""
"passed","Tue May 17 12:58:00 UTC 2022","Tue May 17 12:58:00 UTC 2022","76","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Tue May 17 12:58:04 UTC 2022","Tue May 17 12:58:04 UTC 2022","161","","Shipping methods API tests","","Shipping methods API tests","can add a 'Free shipping' shipping method","can add a 'Free shipping' shipping method",""
"passed","Tue May 17 12:57:44 UTC 2022","Tue May 17 12:57:44 UTC 2022","243","","Orders API tests List all orders","","Orders API tests List all orders","status","status",""
"passed","Tue May 17 12:57:57 UTC 2022","Tue May 17 12:57:57 UTC 2022","200","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
"passed","Tue May 17 12:57:33 UTC 2022","Tue May 17 12:57:33 UTC 2022","269","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","slug","slug",""
"passed","Tue May 17 12:57:54 UTC 2022","Tue May 17 12:57:55 UTC 2022","303","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Tue May 17 12:57:29 UTC 2022","Tue May 17 12:57:30 UTC 2022","384","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","inclusion / exclusion","inclusion / exclusion",""
"passed","Tue May 17 12:57:33 UTC 2022","Tue May 17 12:57:33 UTC 2022","270","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","title","title",""
"passed","Tue May 17 12:57:49 UTC 2022","Tue May 17 12:57:49 UTC 2022","359","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","89","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Tue May 17 12:58:01 UTC 2022","Tue May 17 12:58:01 UTC 2022","76","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Tue May 17 12:57:29 UTC 2022","Tue May 17 12:57:29 UTC 2022","468","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","pagination","pagination",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","78","","Order Search API tests","","Order Search API tests","can search by shipping last name","can search by shipping last name",""
"passed","Tue May 17 12:58:00 UTC 2022","Tue May 17 12:58:00 UTC 2022","71","","Shipping zones API tests","","Shipping zones API tests","cannot update the default shipping zone","cannot update the default shipping zone",""
"passed","Tue May 17 12:57:45 UTC 2022","Tue May 17 12:57:45 UTC 2022","284","","Orders API tests List all orders","","Orders API tests List all orders","dp (precision)","dp (precision)",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","75","","Order Search API tests","","Order Search API tests","can search by shipping city","can search by shipping city",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","80","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Tue May 17 12:57:59 UTC 2022","Tue May 17 12:58:00 UTC 2022","251","","Shipping zones API tests","","Shipping zones API tests","cannot delete the default shipping zone ""Locations not covered by your other zones""","cannot delete the default shipping zone ""Locations not covered by your other zones""",""
"passed","Tue May 17 12:57:29 UTC 2022","Tue May 17 12:57:29 UTC 2022","143","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","defaults","defaults",""
"passed","Tue May 17 12:57:29 UTC 2022","Tue May 17 12:57:29 UTC 2022","154","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","search","search",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","83","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","81","","Order Search API tests","","Order Search API tests","can search by shipping address 2","can search by shipping address 2",""
"passed","Tue May 17 12:58:01 UTC 2022","Tue May 17 12:58:01 UTC 2022","246","","Refunds API tests","","Refunds API tests","can delete a refund","can delete a refund",""
"passed","Tue May 17 12:57:31 UTC 2022","Tue May 17 12:57:31 UTC 2022","262","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Tue May 17 12:57:46 UTC 2022","Tue May 17 12:57:46 UTC 2022","164","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","date","date",""
"passed","Tue May 17 12:57:46 UTC 2022","Tue May 17 12:57:46 UTC 2022","216","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","include","include",""
"passed","Tue May 17 12:57:49 UTC 2022","Tue May 17 12:57:50 UTC 2022","720","","Coupons API tests","","Coupons API tests","can retrieve a coupon","can retrieve a coupon",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","76","","Order Search API tests","","Order Search API tests","can search by billing first name","can search by billing first name",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:33 UTC 2022","235","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"skipped","Tue May 17 12:57:34 UTC 2022","Tue May 17 12:57:34 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:04 UTC 2022","173","","Shipping methods API tests","","Shipping methods API tests","can add a 'Flat rate' shipping method","can add a 'Flat rate' shipping method",""
"passed","Tue May 17 12:57:52 UTC 2022","Tue May 17 12:57:52 UTC 2022","245","","Products API tests: CRUD","","Products API tests: CRUD","can add a variable product","can add a variable product",""
"passed","Tue May 17 12:57:53 UTC 2022","Tue May 17 12:57:54 UTC 2022","131","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create a pending order by default","can create a pending order by default",""
"passed","Tue May 17 12:57:34 UTC 2022","Tue May 17 12:57:34 UTC 2022","82","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (desc)","rating (desc)",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","118","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","default","default",""
"passed","Tue May 17 12:57:52 UTC 2022","Tue May 17 12:57:52 UTC 2022","234","","Products API tests: CRUD","","Products API tests: CRUD","can add a virtual product","can add a virtual product",""
"passed","Tue May 17 12:57:43 UTC 2022","Tue May 17 12:57:43 UTC 2022","122","","Orders API tests","","Orders API tests","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Tue May 17 12:57:52 UTC 2022","Tue May 17 12:57:52 UTC 2022","83","","Products API tests: CRUD","","Products API tests: CRUD","can view a single product","can view a single product",""
"passed","Tue May 17 12:57:50 UTC 2022","Tue May 17 12:57:50 UTC 2022","81","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch update coupons","can batch update coupons",""
"passed","Tue May 17 12:57:50 UTC 2022","Tue May 17 12:57:50 UTC 2022","100","","Coupons API tests","","Coupons API tests","can update a coupon","can update a coupon",""
"passed","Tue May 17 12:57:30 UTC 2022","Tue May 17 12:57:30 UTC 2022","386","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","type","type",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:57 UTC 2022","116","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Tue May 17 12:57:46 UTC 2022","Tue May 17 12:57:46 UTC 2022","168","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Tue May 17 12:58:01 UTC 2022","Tue May 17 12:58:01 UTC 2022","189","","Refunds API tests","","Refunds API tests","can create a refund","can create a refund",""
"passed","Tue May 17 12:57:43 UTC 2022","Tue May 17 12:57:43 UTC 2022","77","","Orders API tests","","Orders API tests","can retrieve an order","can retrieve an order",""
"passed","Tue May 17 12:57:31 UTC 2022","Tue May 17 12:57:32 UTC 2022","95","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","76","","Order Search API tests","","Order Search API tests","can search by shipping state","can search by shipping state",""
"passed","Tue May 17 12:58:01 UTC 2022","Tue May 17 12:58:01 UTC 2022","74","","Refunds API tests","","Refunds API tests","can list all refunds","can list all refunds",""
"passed","Tue May 17 12:57:31 UTC 2022","Tue May 17 12:57:31 UTC 2022","211","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","categories","categories",""
"passed","Tue May 17 12:58:00 UTC 2022","Tue May 17 12:58:00 UTC 2022","74","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Tue May 17 12:57:51 UTC 2022","Tue May 17 12:57:51 UTC 2022","86","","Coupons API tests List coupons","","Coupons API tests List coupons","can limit result set to matching code","can limit result set to matching code",""
"passed","Tue May 17 12:58:02 UTC 2022","Tue May 17 12:58:02 UTC 2022","77","","Order Search API tests","","Order Search API tests","can search by billing city name","can search by billing city name",""
"skipped","Tue May 17 12:57:34 UTC 2022","Tue May 17 12:57:34 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (asc)","popularity (asc)",""
"passed","Tue May 17 12:58:04 UTC 2022","Tue May 17 12:58:04 UTC 2022","171","","Shipping methods API tests","","Shipping methods API tests","can add a 'Local pickup' shipping method","can add a 'Local pickup' shipping method",""
"passed","Tue May 17 12:57:50 UTC 2022","Tue May 17 12:57:50 UTC 2022","100","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch create coupons","can batch create coupons",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","117","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'completed'","can update status of an order to 'completed'",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","91","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'on-hold'","can update status of an order to 'on-hold'",""
"passed","Tue May 17 12:57:55 UTC 2022","Tue May 17 12:57:55 UTC 2022","233","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Tue May 17 12:57:56 UTC 2022","Tue May 17 12:57:56 UTC 2022","94","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Tue May 17 12:58:03 UTC 2022","Tue May 17 12:58:03 UTC 2022","73","","Order Search API tests","","Order Search API tests","can return an empty result set when no matches were found","can return an empty result set when no matches were found",""
"passed","Tue May 17 12:57:33 UTC 2022","Tue May 17 12:57:33 UTC 2022","271","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","price","price",""
"passed","Tue May 17 12:57:52 UTC 2022","Tue May 17 12:57:52 UTC 2022","164","","Products API tests: CRUD","","Products API tests: CRUD","can add a simple product","can add a simple product",""
"passed","Tue May 17 12:57:32 UTC 2022","Tue May 17 12:57:32 UTC 2022","203","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","parent","parent",""
"passed","Tue May 17 12:57:34 UTC 2022","Tue May 17 12:57:34 UTC 2022","92","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","popularity (desc)","popularity (desc)",""
"passed","Tue May 17 12:57:42 UTC 2022","Tue May 17 12:57:43 UTC 2022","134","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Tue May 17 12:57:45 UTC 2022","Tue May 17 12:57:46 UTC 2022","511","","Orders API tests List all orders","","Orders API tests List all orders","search","search",""
"passed","Tue May 17 12:57:45 UTC 2022","Tue May 17 12:57:45 UTC 2022","92","","Orders API tests List all orders","","Orders API tests List all orders","product","product",""
