"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 10 04:13:44 UTC 2022","Mon Oct 10 04:13:44 UTC 2022","1","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","attributes","attributes",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products > orderby","","","price orderby",""
"failed","Mon Oct 10 04:16:22 UTC 2022","Mon Oct 10 04:16:24 UTC 2022","1623","","Orders API tests","","Orders API tests","can add shipping and billing contacts to an order","can add shipping and billing contacts to an order",""
"passed","Mon Oct 10 10:49:05 UTC 2022","Mon Oct 10 10:49:12 UTC 2022","7296","Chrome","","Add coupon to order","","","can add coupon to an order",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > orderby","","","include",""
"failed","Mon Oct 10 04:16:57 UTC 2022","Mon Oct 10 04:17:00 UTC 2022","2783","","Orders API tests List all orders","","Orders API tests List all orders","customer","customer",""
"failed","Mon Oct 10 10:49:51 UTC 2022","Mon Oct 10 10:49:53 UTC 2022","1746","Chrome","","Customers API tests: CRUD > Update a customer","","","can update a customer",""
"passed","Mon Oct 10 10:51:41 UTC 2022","Mon Oct 10 10:51:43 UTC 2022","1842","Chrome","","Tax Rates API tests: CRUD > Update a tax rate","","","retrieve after update tax rate",""
"passed","Mon Oct 10 10:51:39 UTC 2022","Mon Oct 10 10:51:41 UTC 2022","1777","Chrome","","Tax Rates API tests: CRUD > Update a tax rate","","","can update a tax rate",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","sku",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products > orderby","","","id",""
"passed","Mon Oct 10 04:20:12 UTC 2022","Mon Oct 10 04:20:14 UTC 2022","2214","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'pending'","can update status of an order to 'pending'",""
"passed","Mon Oct 10 04:21:46 UTC 2022","Mon Oct 10 04:21:48 UTC 2022","2281","","Shipping zones API tests","","Shipping zones API tests","can update a shipping zone","can update a shipping zone",""
"failed","Mon Oct 10 04:13:31 UTC 2022","Mon Oct 10 04:13:38 UTC 2022","6772","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","price","price",""
"passed","Mon Oct 10 10:48:39 UTC 2022","Mon Oct 10 10:48:43 UTC 2022","4024","Chrome","","Order Search API tests","","","can search by orderId",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > List all orders","","","customer",""
"passed","Mon Oct 10 04:22:49 UTC 2022","Mon Oct 10 04:22:51 UTC 2022","2354","","Order Search API tests","","Order Search API tests","can search by billing post code","can search by billing post code",""
"passed","Mon Oct 10 10:48:42 UTC 2022","Mon Oct 10 10:48:46 UTC 2022","3286","Chrome","","Coupons API tests","","","can permanently delete a coupon",""
"passed","Mon Oct 10 04:20:32 UTC 2022","Mon Oct 10 04:20:35 UTC 2022","2900","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can add a product to an order","can add a product to an order",""
"passed","Mon Oct 10 04:20:24 UTC 2022","Mon Oct 10 04:20:27 UTC 2022","2325","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'refunded'","can update status of an order to 'refunded'",""
"passed","Mon Oct 10 10:49:04 UTC 2022","Mon Oct 10 10:49:05 UTC 2022","1674","Chrome","","Order Search API tests","","","can search by shipping post code",""
"passed","Mon Oct 10 10:48:50 UTC 2022","Mon Oct 10 10:48:51 UTC 2022","1641","Chrome","","Customers API tests: CRUD > Retrieve after env setup","","","retrieve user with id 0 is invalid",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > List all orders","","","inclusion / exclusion",""
"passed","Mon Oct 10 04:23:23 UTC 2022","Mon Oct 10 04:23:27 UTC 2022","4558","","Shipping methods API tests","","Shipping methods API tests","can add a 'Free shipping' shipping method","can add a 'Free shipping' shipping method",""
"passed","Mon Oct 10 10:48:35 UTC 2022","Mon Oct 10 10:48:37 UTC 2022","2224","Chrome","","Test API connectivity","","","can access a non-authenticated endpoint",""
"passed","Mon Oct 10 04:18:59 UTC 2022","Mon Oct 10 04:19:04 UTC 2022","5202","","Products API tests: CRUD","","Products API tests: CRUD","can delete a product","can delete a product",""
"passed","Mon Oct 10 04:19:23 UTC 2022","Mon Oct 10 04:19:29 UTC 2022","5717","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'pending'","can create an order with status 'pending'",""
"failed","Mon Oct 10 04:16:28 UTC 2022","Mon Oct 10 04:16:40 UTC 2022","12369","","Orders API tests List all orders","","Orders API tests List all orders","pagination","pagination",""
"passed","Mon Oct 10 04:19:41 UTC 2022","Mon Oct 10 04:19:47 UTC 2022","6291","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'completed'","can create an order with status 'completed'",""
"passed","Mon Oct 10 10:49:40 UTC 2022","Mon Oct 10 10:49:42 UTC 2022","1429","Chrome","","Customers API tests: CRUD > Update a customer","","","retrieve after update subscriber",""
"skipped","Mon Oct 10 04:14:29 UTC 2022","Mon Oct 10 04:14:29 UTC 2022","0","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","rating (asc)","rating (asc)",""
"passed","Mon Oct 10 04:21:41 UTC 2022","Mon Oct 10 04:21:43 UTC 2022","2467","","Shipping zones API tests","","Shipping zones API tests","can retrieve a shipping zone","can retrieve a shipping zone",""
"passed","Mon Oct 10 10:48:47 UTC 2022","Mon Oct 10 10:48:49 UTC 2022","1886","Chrome","","Batch update coupons","","","can batch update coupons",""
"passed","Mon Oct 10 10:51:41 UTC 2022","Mon Oct 10 10:51:44 UTC 2022","3530","Chrome","","Shipping zones API tests","","","can delete a shipping zone",""
"passed","Mon Oct 10 10:49:45 UTC 2022","Mon Oct 10 10:49:47 UTC 2022","1778","Chrome","","Orders API tests: CRUD > Create an order > Order Notes tests","","","can retrieve all order notes",""
"passed","Mon Oct 10 10:49:05 UTC 2022","Mon Oct 10 10:49:08 UTC 2022","2240","Chrome","","Order Search API tests","","","can search by shipping state",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > List all orders","","","product",""
"failed","Mon Oct 10 10:49:02 UTC 2022","Mon Oct 10 10:49:03 UTC 2022","1741","Chrome","","Customers API tests: CRUD > Retrieve after env setup","","","can retrieve customers",""
"passed","Mon Oct 10 10:49:00 UTC 2022","Mon Oct 10 10:49:01 UTC 2022","1507","Chrome","","List coupons","","","can paginate results",""
"passed","Mon Oct 10 10:51:34 UTC 2022","Mon Oct 10 10:51:38 UTC 2022","3269","Chrome","","Shipping zones API tests","","","can update a shipping region on a shipping zone",""
"passed","Mon Oct 10 10:49:11 UTC 2022","Mon Oct 10 10:49:13 UTC 2022","2229","Chrome","","Orders API tests: CRUD > Create an order","","","can create a pending order by default",""
"passed","Mon Oct 10 04:19:53 UTC 2022","Mon Oct 10 04:19:59 UTC 2022","6043","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'refunded'","can create an order with status 'refunded'",""
"passed","Mon Oct 10 04:22:36 UTC 2022","Mon Oct 10 04:22:38 UTC 2022","2607","","Order Search API tests","","Order Search API tests","can search by orderId","can search by orderId",""
"passed","Mon Oct 10 10:49:35 UTC 2022","Mon Oct 10 10:49:37 UTC 2022","2045","Chrome","","Customers API tests: CRUD > Update a customer","","","can update the admin user/customer",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products > orderby","","","rating (asc)",""
"passed","Mon Oct 10 04:21:53 UTC 2022","Mon Oct 10 04:21:56 UTC 2022","2471","","Shipping zones API tests","","Shipping zones API tests","can clear/delete a shipping regions on a shipping zone","can clear/delete a shipping regions on a shipping zone",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","search",""
"failed","Mon Oct 10 04:13:53 UTC 2022","Mon Oct 10 04:13:56 UTC 2022","2975","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","default","default",""
"passed","Mon Oct 10 10:51:29 UTC 2022","Mon Oct 10 10:51:34 UTC 2022","4817","Chrome","","Shipping zones API tests","","","can add a shipping region to a shipping zone",""
"passed","Mon Oct 10 04:22:18 UTC 2022","Mon Oct 10 04:22:26 UTC 2022","7429","","Refunds API tests","","Refunds API tests","can delete a refund","can delete a refund",""
"passed","Mon Oct 10 04:18:03 UTC 2022","Mon Oct 10 04:18:10 UTC 2022","6583","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch delete coupons","can batch delete coupons",""
"failed","Mon Oct 10 04:13:10 UTC 2022","Mon Oct 10 04:13:15 UTC 2022","5832","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","pagination","pagination",""
"passed","Mon Oct 10 10:50:06 UTC 2022","Mon Oct 10 10:50:08 UTC 2022","1987","Chrome","","Orders API tests: CRUD > Update an order","","","can update status of an order to refunded",""
"passed","Mon Oct 10 04:19:59 UTC 2022","Mon Oct 10 04:20:05 UTC 2022","5940","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'failed'","can create an order with status 'failed'",""
"passed","Mon Oct 10 10:49:42 UTC 2022","Mon Oct 10 10:49:43 UTC 2022","1642","Chrome","","Orders API tests: CRUD > Create an order > Order Notes tests","","","can create a order note",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","tax class",""
"passed","Mon Oct 10 10:48:54 UTC 2022","Mon Oct 10 10:48:58 UTC 2022","3723","Chrome","","List coupons","","","can list all coupons by default",""
"failed","Mon Oct 10 04:17:28 UTC 2022","Mon Oct 10 04:17:34 UTC 2022","5941","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","id","id",""
"passed","Mon Oct 10 10:51:34 UTC 2022","Mon Oct 10 10:51:36 UTC 2022","1595","Chrome","","Tax Rates API tests: CRUD > Create a tax rate","","","can create a tax rate",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > orderby","","","date",""
"passed","Mon Oct 10 10:49:47 UTC 2022","Mon Oct 10 10:49:48 UTC 2022","1758","Chrome","","Orders API tests: CRUD > Create an order > Order Notes tests","","","cannot update an order note",""
"passed","Mon Oct 10 10:51:29 UTC 2022","Mon Oct 10 10:51:31 UTC 2022","1508","Chrome","","Tax Classes API tests: CRUD > Update a tax class","","","cannot update a tax class",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > List all orders","","","parent",""
"passed","Mon Oct 10 10:49:22 UTC 2022","Mon Oct 10 10:49:26 UTC 2022","3752","Chrome","","Orders API tests: CRUD > Create an order","","","can create an order with status on-hold",""
"passed","Mon Oct 10 04:22:41 UTC 2022","Mon Oct 10 04:22:44 UTC 2022","2623","","Order Search API tests","","Order Search API tests","can search by billing company name","can search by billing company name",""
"passed","Mon Oct 10 04:22:54 UTC 2022","Mon Oct 10 04:22:57 UTC 2022","2856","","Order Search API tests","","Order Search API tests","can search by billing state","can search by billing state",""
"passed","Mon Oct 10 10:50:44 UTC 2022","Mon Oct 10 10:50:46 UTC 2022","1651","Chrome","","Products API tests: CRUD","","","can update a single product",""
"passed","Mon Oct 10 10:48:53 UTC 2022","Mon Oct 10 10:48:55 UTC 2022","1622","Chrome","","Order Search API tests","","","can search by billing phone",""
"failed","Mon Oct 10 04:21:19 UTC 2022","Mon Oct 10 04:21:21 UTC 2022","2389","","Orders API test","","Orders API test","can add complex order","can add complex order",""
"passed","Mon Oct 10 10:50:54 UTC 2022","Mon Oct 10 10:50:56 UTC 2022","1933","Chrome","","Products API tests: CRUD > Batch update products","","","can batch update products",""
"passed","Mon Oct 10 04:18:13 UTC 2022","Mon Oct 10 04:18:16 UTC 2022","2976","","Coupons API tests List coupons","","Coupons API tests List coupons","can list all coupons by default","can list all coupons by default",""
"passed","Mon Oct 10 04:20:22 UTC 2022","Mon Oct 10 04:20:24 UTC 2022","2435","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'cancelled'","can update status of an order to 'cancelled'",""
"passed","Mon Oct 10 10:50:12 UTC 2022","Mon Oct 10 10:50:14 UTC 2022","2063","Chrome","","Orders API tests: CRUD > Update an order","","","can add a product to an order",""
"failed","Mon Oct 10 04:13:08 UTC 2022","Mon Oct 10 04:13:10 UTC 2022","1906","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","defaults","defaults",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","status",""
"passed","Mon Oct 10 10:48:35 UTC 2022","Mon Oct 10 10:48:37 UTC 2022","2263","Chrome","","Coupons API tests","","","can create a coupon",""
"failed","Mon Oct 10 04:17:23 UTC 2022","Mon Oct 10 04:17:26 UTC 2022","2759","","Orders API tests List all orders orderby","","Orders API tests List all orders orderby","default","default",""
"passed","Mon Oct 10 10:49:39 UTC 2022","Mon Oct 10 10:49:40 UTC 2022","1686","Chrome","","Customers API tests: CRUD > Update a customer","","","can update the subscriber user/customer",""
"passed","Mon Oct 10 04:19:47 UTC 2022","Mon Oct 10 04:19:53 UTC 2022","5646","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'cancelled'","can create an order with status 'cancelled'",""
"passed","Mon Oct 10 04:21:56 UTC 2022","Mon Oct 10 04:22:00 UTC 2022","4803","","Shipping zones API tests","","Shipping zones API tests","can delete a shipping zone","can delete a shipping zone",""
"passed","Mon Oct 10 04:19:29 UTC 2022","Mon Oct 10 04:19:35 UTC 2022","6035","","Orders API tests: CRUD Create an order","","Orders API tests: CRUD Create an order","can create an order with status 'processing'","can create an order with status 'processing'",""
"passed","Mon Oct 10 04:17:55 UTC 2022","Mon Oct 10 04:17:59 UTC 2022","3495","","Coupons API tests","","Coupons API tests","can permanently delete a coupon","can permanently delete a coupon",""
"passed","Mon Oct 10 10:51:31 UTC 2022","Mon Oct 10 10:51:34 UTC 2022","3191","Chrome","","Tax Classes API tests: CRUD > Delete a tax class","","","can permanently delete a tax class",""
"passed","Mon Oct 10 10:50:23 UTC 2022","Mon Oct 10 10:50:25 UTC 2022","2434","Chrome","","Customers API tests: CRUD > Batch update customers","","","can batch update customers",""
"passed","Mon Oct 10 04:17:59 UTC 2022","Mon Oct 10 04:18:01 UTC 2022","2425","","Coupons API tests Batch update coupons","","Coupons API tests Batch update coupons","can batch create coupons","can batch create coupons",""
"passed","Mon Oct 10 10:51:01 UTC 2022","Mon Oct 10 10:51:10 UTC 2022","8916","Chrome","","Refunds API tests","","","can create a refund",""
"passed","Mon Oct 10 04:18:28 UTC 2022","Mon Oct 10 04:18:32 UTC 2022","3196","","Coupons API tests Add coupon to order","","Coupons API tests Add coupon to order","can add coupon to an order","can add coupon to an order",""
"passed","Mon Oct 10 04:18:37 UTC 2022","Mon Oct 10 04:18:42 UTC 2022","4620","","Products API tests: CRUD","","Products API tests: CRUD","can add a simple product","can add a simple product",""
"failed","Mon Oct 10 04:13:58 UTC 2022","Mon Oct 10 04:14:03 UTC 2022","5107","","Products API tests: List All Products List all products orderby","","Products API tests: List All Products List all products orderby","id","id",""
"passed","Mon Oct 10 04:19:09 UTC 2022","Mon Oct 10 04:19:12 UTC 2022","2330","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch update products","can batch update products",""
"passed","Mon Oct 10 04:17:47 UTC 2022","Mon Oct 10 04:17:51 UTC 2022","4072","","Coupons API tests","","Coupons API tests","can create a coupon","can create a coupon",""
"passed","Mon Oct 10 10:51:47 UTC 2022","Mon Oct 10 10:51:49 UTC 2022","2294","Chrome","","Tax Rates API tests: CRUD > Batch tax rate operations","","","can batch create tax rates",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","on sale",""
"passed","Mon Oct 10 10:48:50 UTC 2022","Mon Oct 10 10:48:51 UTC 2022","1757","Chrome","","Order Search API tests","","","can search by billing city name",""
"passed","Mon Oct 10 04:21:38 UTC 2022","Mon Oct 10 04:21:41 UTC 2022","2355","","Shipping zones API tests","","Shipping zones API tests","can create a shipping zone","can create a shipping zone",""
"passed","Mon Oct 10 04:22:13 UTC 2022","Mon Oct 10 04:22:15 UTC 2022","2305","","Refunds API tests","","Refunds API tests","can retrieve a refund","can retrieve a refund",""
"passed","Mon Oct 10 10:48:37 UTC 2022","Mon Oct 10 10:48:40 UTC 2022","3116","Chrome","","Coupons API tests","","","can retrieve a coupon",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","1","Chrome","","Products API tests: List All Products > List all products","","","categories",""
"passed","Mon Oct 10 04:23:08 UTC 2022","Mon Oct 10 04:23:10 UTC 2022","2559","","Order Search API tests","","Order Search API tests","can search by shipping post code","can search by shipping post code",""
"passed","Mon Oct 10 04:19:04 UTC 2022","Mon Oct 10 04:19:09 UTC 2022","4755","","Products API tests: CRUD Batch update products","","Products API tests: CRUD Batch update products","can batch create products","can batch create products",""
"passed","Mon Oct 10 10:51:10 UTC 2022","Mon Oct 10 10:51:11 UTC 2022","1685","Chrome","","Refunds API tests","","","can retrieve a refund",""
"passed","Mon Oct 10 04:21:51 UTC 2022","Mon Oct 10 04:21:53 UTC 2022","2466","","Shipping zones API tests","","Shipping zones API tests","can update shipping regions to state only","can update shipping regions to state only",""
"passed","Mon Oct 10 04:20:05 UTC 2022","Mon Oct 10 04:20:07 UTC 2022","2585","","Orders API tests: CRUD Retrieve an order","","Orders API tests: CRUD Retrieve an order","can retrieve an order","can retrieve an order",""
"passed","Mon Oct 10 10:49:01 UTC 2022","Mon Oct 10 10:49:05 UTC 2022","3484","Chrome","","List coupons","","","can limit results to matching string",""
"skipped","Mon Oct 10 10:52:55 UTC 2022","Mon Oct 10 10:52:55 UTC 2022","0","Chrome","","Orders API tests > List all orders","","","search",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","price",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","before / after",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products > orderby","","","date",""
"passed","Mon Oct 10 04:21:43 UTC 2022","Mon Oct 10 04:21:46 UTC 2022","2718","","Shipping zones API tests","","Shipping zones API tests","can list all shipping zones","can list all shipping zones",""
"passed","Mon Oct 10 10:49:00 UTC 2022","Mon Oct 10 10:49:02 UTC 2022","1599","Chrome","","Order Search API tests","","","can search by shipping address 2",""
"passed","Mon Oct 10 04:20:42 UTC 2022","Mon Oct 10 04:20:48 UTC 2022","5507","","Orders API tests: CRUD Delete an order","","Orders API tests: CRUD Delete an order","can permanently delete an order","can permanently delete an order",""
"failed","Mon Oct 10 04:13:28 UTC 2022","Mon Oct 10 04:13:29 UTC 2022","1813","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","featured","featured",""
"passed","Mon Oct 10 10:48:43 UTC 2022","Mon Oct 10 10:48:45 UTC 2022","1686","Chrome","","Order Search API tests","","","can search by billing first name",""
"passed","Mon Oct 10 10:48:57 UTC 2022","Mon Oct 10 10:48:58 UTC 2022","1653","Chrome","","Order Search API tests","","","can search by shipping first name",""
"failed","Mon Oct 10 04:16:19 UTC 2022","Mon Oct 10 04:16:21 UTC 2022","1781","","Orders API tests","","Orders API tests","can create an order","can create an order",""
"passed","Mon Oct 10 04:22:57 UTC 2022","Mon Oct 10 04:23:00 UTC 2022","2835","","Order Search API tests","","Order Search API tests","can search by shipping first name","can search by shipping first name",""
"failed","Mon Oct 10 04:13:26 UTC 2022","Mon Oct 10 04:13:28 UTC 2022","1913","","Products API tests: List All Products List all products","","Products API tests: List All Products List all products","type","type",""
"passed","Mon Oct 10 04:20:27 UTC 2022","Mon Oct 10 04:20:29 UTC 2022","2566","","Orders API tests: CRUD Update an order","","Orders API tests: CRUD Update an order","can update status of an order to 'failed'","can update status of an order to 'failed'",""
"passed","Mon Oct 10 10:51:23 UTC 2022","Mon Oct 10 10:51:24 UTC 2022","1789","Chrome","","Tax Classes API tests: CRUD > Create a tax class","","","can enable tax calculations",""
"passed","Mon Oct 10 10:49:26 UTC 2022","Mon Oct 10 10:49:30 UTC 2022","4149","Chrome","","Orders API tests: CRUD > Create an order","","","can create an order with status completed",""
"passed","Mon Oct 10 10:49:02 UTC 2022","Mon Oct 10 10:49:04 UTC 2022","2128","Chrome","","Order Search API tests","","","can search by shipping city",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","tags",""
"passed","Mon Oct 10 10:50:31 UTC 2022","Mon Oct 10 10:50:33 UTC 2022","2658","Chrome","","Products API tests: CRUD","","","can add a simple product",""
"passed","Mon Oct 10 10:49:33 UTC 2022","Mon Oct 10 10:49:35 UTC 2022","1705","Chrome","","Customers API tests: CRUD > Retrieve after create","","","can retrieve all customers",""
"passed","Mon Oct 10 10:50:56 UTC 2022","Mon Oct 10 10:51:01 UTC 2022","4996","Chrome","","Products API tests: CRUD > Batch update products","","","can batch delete products",""
"skipped","Mon Oct 10 10:54:23 UTC 2022","Mon Oct 10 10:54:23 UTC 2022","0","Chrome","","Products API tests: List All Products > List all products","","","pagination",""
